,subject,predicate,object
1265,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/121148,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1266,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/177669,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1267,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1612408,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/406427
1268,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/27896,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1269,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/2006552,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1270,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/146725,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1271,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/4469,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/284551
1272,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/462889,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1273,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/221678,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1255046
1274,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/700594,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/77663
1275,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1249915,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/446485
1276,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/291241,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/41212
1277,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/171637,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1278,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/91713,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/69935
1279,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/280182,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/280168
1280,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/241799,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1281,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3749,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/721813
1282,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8082,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1283,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/45970,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1284,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6180,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1285,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1343471,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1286,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/55833,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1287,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/108326,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6778
1288,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8353,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1289,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8181,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8180
1290,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/319060,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1291,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8264,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1292,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/85817,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1293,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/2692364,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/2692349
1294,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/127142,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1758108
1295,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/59899,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/13012
1296,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/60850,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1297,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/669471,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/245081
1298,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6083,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6080
1299,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/155067,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/101898
1300,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/7080,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1301,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/4006,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/4005
1302,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/371471,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1303,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6739,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6744
1304,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8287,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1305,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/37867,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/37350
1306,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1260510,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1307,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1906129,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/353258
1308,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/604014,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1309,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/126387,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1310,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/69811,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8283
1311,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/84308,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/116571
1312,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/446412,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/55738
1313,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/526929,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1314,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/426484,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8190
1315,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/391764,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/2138214
1316,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/186463,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6592
1317,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/643331,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1318,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/43953,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1319,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/124129,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/7900
1320,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/83136,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6946
1321,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/57111,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1322,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/143770,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1323,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/30366,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/30364
1324,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/66718,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8254
1325,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33340,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1326,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1489739,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/7991
1327,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1835343,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1328,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/27689,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1329,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1489909,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1330,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/30361,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1331,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/644543,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/318529
1332,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/241789,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/241778
1333,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/30717,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1334,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/604014,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/604011
1335,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/65022,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/7139
1336,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/51551,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1337,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/50370,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1489900
1338,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6130,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6127
1339,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/79498,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1340,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/567061,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/236908
1341,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/304579,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8139
1342,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/55495,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/26319
1343,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/138847,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1344,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/7438,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/34725
1345,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/147100,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1346,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/98294,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6580
1347,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/37268,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1348,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/141263,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/30867
1349,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/78536,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/58023
1350,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/59011,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1351,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6685,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1352,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/751754,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1353,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/53478,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/7676
1354,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/47521,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1355,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/185820,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1356,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/516365,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1357,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/208863,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1358,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/32397,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/272339
1359,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/147371,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/147370
1360,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/98305,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/55711
1361,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/75329,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1362,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/5980,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1363,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/67432,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/13798
1364,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/270331,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/13105
1365,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/105390,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1366,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1489908,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1489872
1367,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/77546,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1368,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/29056,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/40080
1369,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/256832,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/64387
1370,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/977779,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1371,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/53545,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1372,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/313181,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1373,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/77546,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3087
1374,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1511519,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1375,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/64142,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/50370
1376,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/55731,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1345656
1377,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/399987,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6835
1378,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/98294,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1379,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/244977,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1380,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/203114,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1381,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/132116,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1382,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1240944,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1240943
1383,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/12985,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1384,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/7668,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/7664
1385,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/184741,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/57111
1386,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/129788,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1387,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/123368,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/123367
1388,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/466870,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1389,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/52374,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/47523
1390,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/30325,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1391,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/121178,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8399
1392,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/44532,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/44486
1393,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/2843,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1394,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/91836,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1395,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6946,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1396,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6074,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6073
1397,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6934,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6933
1398,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/48699,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1399,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/27410,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/43954
1400,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/172659,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1401,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3700,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1402,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/31208,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1403,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/53506,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/69597
1404,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/431837,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/5878
1405,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/238743,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
1406,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6681,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1407,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/56719,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/703913
1408,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6656,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/88770
1409,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1648038,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/4
1410,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/313238,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/1679031
1411,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33851,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33850
1412,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/7139,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/1
1413,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/38566,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/307842
1414,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/8007,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.ncbi.nlm.nih.gov/taxonomy/division/10
